,w1_pro,times,w1_drops_used,w2_drops_used
0,0.2,0,153,163
1,0.2,1,172,172
2,0.2,2,150,150
3,0.2,3,148,173
4,0.2,4,174,174
5,0.2,5,156,156
6,0.2,6,151,157
7,0.2,7,150,174
8,0.2,8,152,152
9,0.2,9,171,171
10,0.2,10,153,153
11,0.2,11,153,153
12,0.2,12,149,173
13,0.2,13,163,173
14,0.2,14,174,174
15,0.2,15,143,143
16,0.2,16,144,172
17,0.2,17,145,145
18,0.2,18,157,175
19,0.2,19,152,152
20,0.2,20,147,150
21,0.2,21,145,145
22,0.2,22,143,171
23,0.2,23,157,157
24,0.2,24,169,169
25,0.2,25,140,144
26,0.2,26,153,153
27,0.2,27,167,167
28,0.2,28,148,148
29,0.2,29,143,171
30,0.2,30,144,144
31,0.2,31,158,158
32,0.2,32,162,162
33,0.2,33,147,147
34,0.2,34,162,162
35,0.2,35,153,153
36,0.2,36,154,175
37,0.2,37,144,159
38,0.2,38,161,161
39,0.2,39,145,171
40,0.2,40,147,147
41,0.2,41,173,173
42,0.2,42,172,172
43,0.2,43,159,159
44,0.2,44,174,174
45,0.2,45,173,173
46,0.2,46,148,148
47,0.2,47,162,172
48,0.2,48,159,159
49,0.2,49,157,157
50,0.2,50,157,157
51,0.2,51,138,171
52,0.2,52,166,174
53,0.2,53,153,153
54,0.2,54,151,171
55,0.2,55,160,160
56,0.2,56,159,159
57,0.2,57,154,154
58,0.2,58,171,171
59,0.2,59,171,171
60,0.2,60,171,173
61,0.2,61,145,146
62,0.2,62,154,167
63,0.2,63,163,163
64,0.2,64,154,154
65,0.2,65,150,150
66,0.2,66,147,147
67,0.2,67,155,155
68,0.2,68,171,182
69,0.2,69,142,142
70,0.2,70,164,164
71,0.2,71,177,177
72,0.2,72,143,177
73,0.2,73,150,150
74,0.2,74,165,165
75,0.2,75,160,160
76,0.2,76,144,171
77,0.2,77,153,176
78,0.2,78,150,150
79,0.2,79,143,171
80,0.2,80,153,153
81,0.2,81,141,159
82,0.2,82,139,139
83,0.2,83,141,171
84,0.2,84,171,171
85,0.2,85,143,161
86,0.2,86,142,142
87,0.2,87,165,165
88,0.2,88,148,148
89,0.2,89,153,196
90,0.2,90,152,152
91,0.2,91,156,156
92,0.2,92,148,172
93,0.2,93,184,184
94,0.2,94,152,152
95,0.2,95,146,146
96,0.2,96,177,177
97,0.2,97,145,175
98,0.2,98,147,172
99,0.2,99,160,160
