,w1_pro,times,w1_drops_used,w2_drops_used
0,0.8,0,133,231
1,0.8,1,117,206
2,0.8,2,117,223
3,0.8,3,112,217
4,0.8,4,111,203
5,0.8,5,143,208
6,0.8,6,118,228
7,0.8,7,113,231
8,0.8,8,127,227
9,0.8,9,139,261
10,0.8,10,117,208
11,0.8,11,128,247
12,0.8,12,110,207
13,0.8,13,112,222
14,0.8,14,111,241
15,0.8,15,105,215
16,0.8,16,112,233
17,0.8,17,127,232
18,0.8,18,126,215
19,0.8,19,127,208
20,0.8,20,116,232
21,0.8,21,117,213
22,0.8,22,141,214
23,0.8,23,113,238
24,0.8,24,116,201
25,0.8,25,141,235
26,0.8,26,115,212
27,0.8,27,117,238
28,0.8,28,114,226
29,0.8,29,116,231
30,0.8,30,114,211
31,0.8,31,112,235
32,0.8,32,124,219
33,0.8,33,112,197
34,0.8,34,125,254
35,0.8,35,133,219
36,0.8,36,96,259
37,0.8,37,116,231
38,0.8,38,99,233
39,0.8,39,111,217
40,0.8,40,116,208
41,0.8,41,111,250
42,0.8,42,121,226
43,0.8,43,108,217
44,0.8,44,141,261
45,0.8,45,111,220
46,0.8,46,122,231
47,0.8,47,113,212
48,0.8,48,114,190
49,0.8,49,103,235
50,0.8,50,103,225
51,0.8,51,125,230
52,0.8,52,114,202
53,0.8,53,111,231
54,0.8,54,142,212
55,0.8,55,113,219
56,0.8,56,114,192
57,0.8,57,113,208
58,0.8,58,112,215
59,0.8,59,131,216
60,0.8,60,114,194
61,0.8,61,111,236
62,0.8,62,122,231
63,0.8,63,112,215
64,0.8,64,114,231
65,0.8,65,111,210
66,0.8,66,114,217
67,0.8,67,126,248
68,0.8,68,116,234
69,0.8,69,112,204
70,0.8,70,112,231
71,0.8,71,127,239
72,0.8,72,114,219
73,0.8,73,110,221
74,0.8,74,127,218
75,0.8,75,111,235
76,0.8,76,132,236
77,0.8,77,124,236
78,0.8,78,118,214
79,0.8,79,118,186
80,0.8,80,127,212
81,0.8,81,113,216
82,0.8,82,129,231
83,0.8,83,116,232
84,0.8,84,112,214
85,0.8,85,119,226
86,0.8,86,121,233
87,0.8,87,112,224
88,0.8,88,114,232
89,0.8,89,150,205
90,0.8,90,114,197
91,0.8,91,129,247
92,0.8,92,133,221
93,0.8,93,118,234
94,0.8,94,97,216
95,0.8,95,128,236
96,0.8,96,114,202
97,0.8,97,112,232
98,0.8,98,120,211
99,0.8,99,115,201
