,w1_pro,times,w1_drops_used,w2_drops_used
0,0.9,0,138,231
1,0.9,1,116,233
2,0.9,2,112,224
3,0.9,3,116,232
4,0.9,4,111,209
5,0.9,5,112,226
6,0.9,6,111,243
7,0.9,7,111,245
8,0.9,8,100,261
9,0.9,9,120,236
10,0.9,10,102,245
11,0.9,11,111,261
12,0.9,12,112,226
13,0.9,13,112,258
14,0.9,14,126,267
15,0.9,15,110,239
16,0.9,16,111,241
17,0.9,17,116,238
18,0.9,18,115,215
19,0.9,19,126,246
20,0.9,20,104,264
21,0.9,21,106,254
22,0.9,22,115,213
23,0.9,23,113,261
24,0.9,24,127,239
25,0.9,25,122,229
26,0.9,26,113,206
27,0.9,27,100,246
28,0.9,28,93,230
29,0.9,29,119,237
30,0.9,30,113,242
31,0.9,31,112,216
32,0.9,32,99,237
33,0.9,33,113,238
34,0.9,34,106,225
35,0.9,35,116,209
36,0.9,36,106,249
37,0.9,37,111,235
38,0.9,38,130,251
39,0.9,39,98,241
40,0.9,40,108,253
41,0.9,41,107,209
42,0.9,42,108,244
43,0.9,43,115,242
44,0.9,44,104,201
45,0.9,45,113,210
46,0.9,46,111,208
47,0.9,47,112,217
48,0.9,48,112,226
49,0.9,49,111,236
50,0.9,50,96,242
51,0.9,51,104,235
52,0.9,52,112,249
53,0.9,53,100,255
54,0.9,54,114,211
55,0.9,55,121,229
56,0.9,56,111,225
57,0.9,57,111,235
58,0.9,58,113,243
59,0.9,59,106,253
60,0.9,60,106,254
61,0.9,61,98,238
62,0.9,62,115,259
63,0.9,63,108,252
64,0.9,64,111,207
65,0.9,65,111,251
66,0.9,66,113,231
67,0.9,67,110,248
68,0.9,68,112,242
69,0.9,69,112,261
70,0.9,70,101,232
71,0.9,71,111,258
72,0.9,72,111,202
73,0.9,73,98,225
74,0.9,74,100,239
75,0.9,75,111,226
76,0.9,76,114,224
77,0.9,77,112,261
78,0.9,78,111,232
79,0.9,79,108,249
80,0.9,80,103,251
81,0.9,81,111,206
82,0.9,82,125,229
83,0.9,83,98,264
84,0.9,84,101,254
85,0.9,85,107,242
86,0.9,86,116,223
87,0.9,87,111,263
88,0.9,88,111,258
89,0.9,89,94,220
90,0.9,90,112,217
91,0.9,91,106,212
92,0.9,92,108,222
93,0.9,93,117,235
94,0.9,94,112,239
95,0.9,95,103,261
96,0.9,96,98,208
97,0.9,97,118,213
98,0.9,98,112,261
99,0.9,99,117,244
