,num_chunks,times,send_drop_used,recv_drop_used
0,600,0,1577,1452
1,600,1,1920,1765
2,600,2,1679,1543
3,600,3,1784,1641
4,600,4,2185,2017
5,600,5,1431,1316
6,600,6,2381,2190
7,600,7,1773,1631
8,600,8,2047,1882
9,600,9,1634,1503
10,600,10,1904,1752
11,600,11,1790,1646
12,600,12,2270,2090
13,600,13,1484,1367
14,600,14,1747,1609
15,600,15,1765,1622
16,600,16,1753,1612
17,600,17,1440,1325
18,600,18,1492,1372
19,600,19,1637,1510
20,600,20,1556,1430
21,600,21,1678,1542
22,600,22,2058,1893
23,600,23,1869,1724
24,600,24,1735,1595
25,600,25,1335,1226
26,600,26,2349,2162
27,600,27,2117,1951
28,600,28,1718,1577
29,600,29,1389,1281
30,600,30,1750,1607
31,600,31,1960,1804
32,600,32,1598,1475
33,600,33,1669,1532
34,600,34,1788,1645
35,600,35,1614,1485
36,600,36,1638,1503
37,600,37,2092,1930
38,600,38,1610,1487
39,600,39,2180,2003
40,600,40,1662,1527
41,600,41,2247,2063
42,600,42,2568,2366
43,600,43,2924,2695
44,600,44,2280,2102
45,600,45,1628,1496
46,600,46,1743,1605
47,600,47,2282,2093
48,600,48,1642,1504
49,600,49,1243,1145
50,600,50,1786,1642
51,600,51,2148,1976
52,600,52,1469,1348
53,600,53,2061,1897
54,600,54,1679,1544
55,600,55,1535,1413
56,600,56,2336,2149
57,600,57,2245,2062
58,600,58,1885,1736
59,600,59,1756,1617
60,600,60,2040,1875
61,600,61,1566,1444
62,600,62,1938,1784
63,600,63,2418,2224
64,600,64,1409,1300
65,600,65,2624,2414
66,600,66,2380,2189
67,600,67,1565,1436
68,600,68,1226,1126
69,600,69,1667,1533
70,600,70,2273,2089
71,600,71,1590,1460
72,600,72,1517,1398
73,600,73,1619,1489
74,600,74,2286,2105
75,600,75,1726,1596
76,600,76,1755,1614
77,600,77,1741,1604
78,600,78,1286,1182
79,600,79,1450,1334
80,600,80,2120,1947
81,600,81,2312,2123
82,600,82,2373,2186
83,600,83,1596,1470
84,600,84,2386,2194
85,600,85,1580,1453
86,600,86,1427,1312
87,600,87,1567,1440
88,600,88,1554,1432
89,600,89,1597,1470
90,600,90,1543,1420
91,600,91,1639,1504
92,600,92,1763,1624
93,600,93,1281,1174
94,600,94,1700,1569
95,600,95,2191,2016
96,600,96,2319,2136
97,600,97,1511,1390
98,600,98,1562,1438
99,600,99,1691,1559
