,w1_pro,times,w1_drops_used,w2_drops_used
0,0.3,0,142,171
1,0.3,1,168,180
2,0.3,2,152,167
3,0.3,3,154,177
4,0.3,4,148,184
5,0.3,5,157,204
6,0.3,6,162,185
7,0.3,7,160,191
8,0.3,8,136,186
9,0.3,9,148,154
10,0.3,10,155,155
11,0.3,11,154,167
12,0.3,12,164,164
13,0.3,13,155,190
14,0.3,14,158,165
15,0.3,15,156,178
16,0.3,16,153,160
17,0.3,17,165,165
18,0.3,18,157,168
19,0.3,19,167,209
20,0.3,20,148,169
21,0.3,21,159,174
22,0.3,22,155,171
23,0.3,23,167,208
24,0.3,24,157,157
25,0.3,25,156,179
26,0.3,26,152,178
27,0.3,27,161,161
28,0.3,28,153,167
29,0.3,29,183,183
30,0.3,30,165,165
31,0.3,31,178,178
32,0.3,32,143,151
33,0.3,33,167,167
34,0.3,34,181,181
35,0.3,35,144,185
36,0.3,36,152,161
37,0.3,37,178,178
38,0.3,38,158,159
39,0.3,39,170,174
40,0.3,40,160,167
41,0.3,41,146,146
42,0.3,42,135,178
43,0.3,43,163,166
44,0.3,44,175,196
45,0.3,45,151,178
46,0.3,46,172,179
47,0.3,47,178,180
48,0.3,48,145,156
49,0.3,49,153,153
50,0.3,50,148,208
51,0.3,51,155,177
52,0.3,52,155,155
53,0.3,53,161,161
54,0.3,54,148,178
55,0.3,55,178,178
56,0.3,56,154,178
57,0.3,57,150,179
58,0.3,58,159,182
59,0.3,59,158,180
60,0.3,60,162,162
61,0.3,61,154,156
62,0.3,62,154,154
63,0.3,63,167,184
64,0.3,64,151,196
65,0.3,65,155,178
66,0.3,66,168,168
67,0.3,67,153,158
68,0.3,68,160,172
69,0.3,69,155,176
70,0.3,70,163,163
71,0.3,71,163,209
72,0.3,72,145,185
73,0.3,73,160,160
74,0.3,74,147,182
75,0.3,75,155,155
76,0.3,76,178,183
77,0.3,77,162,162
78,0.3,78,156,180
79,0.3,79,150,164
80,0.3,80,159,161
81,0.3,81,153,172
82,0.3,82,149,177
83,0.3,83,173,186
84,0.3,84,167,168
85,0.3,85,155,182
86,0.3,86,162,181
87,0.3,87,150,178
88,0.3,88,176,176
89,0.3,89,158,185
90,0.3,90,183,183
91,0.3,91,148,149
92,0.3,92,149,149
93,0.3,93,149,184
94,0.3,94,162,174
95,0.3,95,151,162
96,0.3,96,148,191
97,0.3,97,179,181
98,0.3,98,178,208
99,0.3,99,154,177
