,w1_pro,times,w1_drops_used,w2_drops_used
0,0.2,0,165,165
1,0.2,1,178,178
2,0.2,2,166,186
3,0.2,3,167,167
4,0.2,4,156,178
5,0.2,5,157,178
6,0.2,6,163,163
7,0.2,7,188,188
8,0.2,8,141,171
9,0.2,9,166,175
10,0.2,10,157,157
11,0.2,11,165,165
12,0.2,12,152,152
13,0.2,13,178,178
14,0.2,14,152,179
15,0.2,15,159,159
16,0.2,16,154,154
17,0.2,17,174,174
18,0.2,18,178,178
19,0.2,19,153,181
20,0.2,20,178,178
21,0.2,21,154,179
22,0.2,22,159,159
23,0.2,23,151,178
24,0.2,24,159,159
25,0.2,25,164,179
26,0.2,26,175,208
27,0.2,27,173,173
28,0.2,28,151,151
29,0.2,29,150,183
30,0.2,30,149,156
31,0.2,31,154,154
32,0.2,32,151,151
33,0.2,33,139,170
34,0.2,34,162,162
35,0.2,35,180,180
36,0.2,36,158,178
37,0.2,37,160,181
38,0.2,38,154,154
39,0.2,39,178,178
40,0.2,40,161,167
41,0.2,41,153,154
42,0.2,42,149,149
43,0.2,43,166,179
44,0.2,44,152,152
45,0.2,45,148,165
46,0.2,46,159,167
47,0.2,47,149,161
48,0.2,48,178,178
49,0.2,49,168,168
50,0.2,50,160,160
51,0.2,51,156,158
52,0.2,52,161,161
53,0.2,53,162,162
54,0.2,54,152,152
55,0.2,55,135,176
56,0.2,56,177,177
57,0.2,57,154,154
58,0.2,58,152,152
59,0.2,59,151,168
60,0.2,60,153,167
61,0.2,61,188,188
62,0.2,62,151,151
63,0.2,63,154,178
64,0.2,64,141,164
65,0.2,65,167,180
66,0.2,66,160,166
67,0.2,67,156,156
68,0.2,68,150,185
69,0.2,69,170,170
70,0.2,70,178,178
71,0.2,71,173,173
72,0.2,72,188,208
73,0.2,73,149,178
74,0.2,74,157,180
75,0.2,75,169,179
76,0.2,76,154,154
77,0.2,77,169,169
78,0.2,78,148,150
79,0.2,79,155,155
80,0.2,80,164,166
81,0.2,81,151,151
82,0.2,82,153,153
83,0.2,83,153,162
84,0.2,84,182,182
85,0.2,85,158,178
86,0.2,86,166,206
87,0.2,87,180,180
88,0.2,88,160,170
89,0.2,89,177,177
90,0.2,90,156,156
91,0.2,91,161,161
92,0.2,92,165,184
93,0.2,93,170,170
94,0.2,94,142,162
95,0.2,95,176,176
96,0.2,96,149,149
97,0.2,97,155,161
98,0.2,98,155,170
99,0.2,99,160,208
