,w1_pro,times,w1_drops_used,w2_drops_used
0,0.9,0,96,217
1,0.9,1,98,229
2,0.9,2,98,220
3,0.9,3,92,217
4,0.9,4,121,215
5,0.9,5,112,229
6,0.9,6,96,219
7,0.9,7,122,235
8,0.9,8,101,223
9,0.9,9,114,212
10,0.9,10,118,219
11,0.9,11,115,240
12,0.9,12,105,238
13,0.9,13,118,238
14,0.9,14,112,227
15,0.9,15,100,218
16,0.9,16,122,231
17,0.9,17,94,218
18,0.9,18,119,221
19,0.9,19,108,210
20,0.9,20,107,230
21,0.9,21,110,238
22,0.9,22,103,260
23,0.9,23,115,246
24,0.9,24,123,239
25,0.9,25,109,227
26,0.9,26,112,254
27,0.9,27,121,232
28,0.9,28,95,222
29,0.9,29,123,212
30,0.9,30,105,239
31,0.9,31,101,243
32,0.9,32,98,200
33,0.9,33,106,211
34,0.9,34,104,216
35,0.9,35,110,222
36,0.9,36,111,265
37,0.9,37,93,220
38,0.9,38,111,233
39,0.9,39,99,237
40,0.9,40,112,238
41,0.9,41,104,225
42,0.9,42,105,264
43,0.9,43,132,264
44,0.9,44,107,233
45,0.9,45,108,210
46,0.9,46,121,256
47,0.9,47,118,218
48,0.9,48,119,217
49,0.9,49,112,219
50,0.9,50,94,219
51,0.9,51,120,244
52,0.9,52,121,239
53,0.9,53,93,230
54,0.9,54,108,251
55,0.9,55,108,268
56,0.9,56,90,211
57,0.9,57,104,240
58,0.9,58,103,228
59,0.9,59,102,248
60,0.9,60,110,241
61,0.9,61,90,224
62,0.9,62,99,228
63,0.9,63,120,239
64,0.9,64,120,240
65,0.9,65,119,220
66,0.9,66,113,244
67,0.9,67,101,248
68,0.9,68,112,217
69,0.9,69,127,247
70,0.9,70,102,232
71,0.9,71,118,226
72,0.9,72,100,238
73,0.9,73,111,252
74,0.9,74,109,223
75,0.9,75,123,222
76,0.9,76,94,241
77,0.9,77,96,220
78,0.9,78,106,257
79,0.9,79,111,225
80,0.9,80,100,214
81,0.9,81,104,250
82,0.9,82,106,233
83,0.9,83,113,241
84,0.9,84,128,215
85,0.9,85,120,238
86,0.9,86,105,214
87,0.9,87,117,220
88,0.9,88,96,212
89,0.9,89,101,218
90,0.9,90,106,234
91,0.9,91,120,218
92,0.9,92,133,240
93,0.9,93,103,222
94,0.9,94,97,228
95,0.9,95,110,217
96,0.9,96,97,225
97,0.9,97,112,240
98,0.9,98,101,218
99,0.9,99,96,227
