,w1_pro,times,w1_drops_used,w2_drops_used
0,0.7,0,114,208
1,0.7,1,125,208
2,0.7,2,129,210
3,0.7,3,110,208
4,0.7,4,134,249
5,0.7,5,106,208
6,0.7,6,119,241
7,0.7,7,121,181
8,0.7,8,126,196
9,0.7,9,137,222
10,0.7,10,133,199
11,0.7,11,119,189
12,0.7,12,109,186
13,0.7,13,148,214
14,0.7,14,114,226
15,0.7,15,122,183
16,0.7,16,116,199
17,0.7,17,116,240
18,0.7,18,99,196
19,0.7,19,122,204
20,0.7,20,149,214
21,0.7,21,114,206
22,0.7,22,127,218
23,0.7,23,123,209
24,0.7,24,120,207
25,0.7,25,119,196
26,0.7,26,106,220
27,0.7,27,124,232
28,0.7,28,126,215
29,0.7,29,113,200
30,0.7,30,136,222
31,0.7,31,120,209
32,0.7,32,123,238
33,0.7,33,120,209
34,0.7,34,105,220
35,0.7,35,126,179
36,0.7,36,121,193
37,0.7,37,128,182
38,0.7,38,131,224
39,0.7,39,136,213
40,0.7,40,126,196
41,0.7,41,124,239
42,0.7,42,130,225
43,0.7,43,125,199
44,0.7,44,144,231
45,0.7,45,125,218
46,0.7,46,124,208
47,0.7,47,114,227
48,0.7,48,134,225
49,0.7,49,121,184
50,0.7,50,123,199
51,0.7,51,106,208
52,0.7,52,126,204
53,0.7,53,123,203
54,0.7,54,125,178
55,0.7,55,148,221
56,0.7,56,119,211
57,0.7,57,127,206
58,0.7,58,127,208
59,0.7,59,122,207
60,0.7,60,139,203
61,0.7,61,126,187
62,0.7,62,123,207
63,0.7,63,109,207
64,0.7,64,124,208
65,0.7,65,134,220
66,0.7,66,152,209
67,0.7,67,116,202
68,0.7,68,122,195
69,0.7,69,146,198
70,0.7,70,128,210
71,0.7,71,118,209
72,0.7,72,131,222
73,0.7,73,131,238
74,0.7,74,134,229
75,0.7,75,135,227
76,0.7,76,106,210
77,0.7,77,124,210
78,0.7,78,121,180
79,0.7,79,150,223
80,0.7,80,119,183
81,0.7,81,124,209
82,0.7,82,122,182
83,0.7,83,143,215
84,0.7,84,149,188
85,0.7,85,115,190
86,0.7,86,107,211
87,0.7,87,125,212
88,0.7,88,133,208
89,0.7,89,128,191
90,0.7,90,140,208
91,0.7,91,118,197
92,0.7,92,121,183
93,0.7,93,119,208
94,0.7,94,124,224
95,0.7,95,115,183
96,0.7,96,126,211
97,0.7,97,150,226
98,0.7,98,119,180
99,0.7,99,149,214
