,w1_pro,times,w1_drops_used,w2_drops_used
0,0.6,0,138,188
1,0.6,1,130,202
2,0.6,2,139,195
3,0.6,3,137,210
4,0.6,4,135,209
5,0.6,5,128,180
6,0.6,6,123,181
7,0.6,7,130,203
8,0.6,8,148,209
9,0.6,9,102,189
10,0.6,10,127,182
11,0.6,11,134,202
12,0.6,12,142,208
13,0.6,13,121,195
14,0.6,14,120,179
15,0.6,15,123,197
16,0.6,16,135,196
17,0.6,17,134,218
18,0.6,18,112,192
19,0.6,19,144,226
20,0.6,20,135,198
21,0.6,21,117,207
22,0.6,22,151,204
23,0.6,23,123,209
24,0.6,24,151,208
25,0.6,25,152,199
26,0.6,26,106,199
27,0.6,27,132,194
28,0.6,28,141,192
29,0.6,29,121,186
30,0.6,30,135,190
31,0.6,31,108,209
32,0.6,32,130,199
33,0.6,33,111,208
34,0.6,34,121,204
35,0.6,35,112,216
36,0.6,36,142,188
37,0.6,37,148,188
38,0.6,38,125,185
39,0.6,39,138,208
40,0.6,40,137,190
41,0.6,41,126,222
42,0.6,42,149,184
43,0.6,43,119,208
44,0.6,44,142,225
45,0.6,45,132,194
46,0.6,46,139,200
47,0.6,47,132,208
48,0.6,48,117,199
49,0.6,49,158,193
50,0.6,50,122,198
51,0.6,51,129,214
52,0.6,52,138,199
53,0.6,53,121,187
54,0.6,54,121,184
55,0.6,55,154,209
56,0.6,56,123,187
57,0.6,57,153,208
58,0.6,58,152,179
59,0.6,59,116,208
60,0.6,60,108,211
61,0.6,61,143,183
62,0.6,62,148,187
63,0.6,63,121,203
64,0.6,64,129,197
65,0.6,65,131,182
66,0.6,66,121,196
67,0.6,67,149,231
68,0.6,68,130,181
69,0.6,69,120,188
70,0.6,70,132,204
71,0.6,71,124,196
72,0.6,72,155,205
73,0.6,73,130,193
74,0.6,74,120,213
75,0.6,75,133,208
76,0.6,76,134,191
77,0.6,77,156,211
78,0.6,78,149,178
79,0.6,79,112,208
80,0.6,80,130,192
81,0.6,81,128,179
82,0.6,82,144,194
83,0.6,83,132,180
84,0.6,84,131,204
85,0.6,85,144,225
86,0.6,86,141,193
87,0.6,87,151,207
88,0.6,88,131,198
89,0.6,89,136,225
90,0.6,90,178,188
91,0.6,91,132,208
92,0.6,92,131,213
93,0.6,93,145,186
94,0.6,94,130,190
95,0.6,95,152,204
96,0.6,96,131,219
97,0.6,97,136,216
98,0.6,98,149,190
99,0.6,99,130,196
