,w1_pro,times,w1_drops_used,w2_drops_used
0,0.5,0,138,208
1,0.5,1,134,183
2,0.5,2,129,183
3,0.5,3,153,189
4,0.5,4,150,193
5,0.5,5,125,191
6,0.5,6,178,191
7,0.5,7,152,187
8,0.5,8,127,175
9,0.5,9,160,180
10,0.5,10,130,193
11,0.5,11,134,189
12,0.5,12,146,184
13,0.5,13,117,191
14,0.5,14,129,195
15,0.5,15,149,183
16,0.5,16,146,183
17,0.5,17,150,185
18,0.5,18,156,166
19,0.5,19,128,172
20,0.5,20,147,180
21,0.5,21,128,186
22,0.5,22,138,201
23,0.5,23,142,189
24,0.5,24,113,210
25,0.5,25,149,214
26,0.5,26,168,189
27,0.5,27,163,189
28,0.5,28,149,182
29,0.5,29,159,178
30,0.5,30,152,192
31,0.5,31,159,192
32,0.5,32,133,184
33,0.5,33,149,194
34,0.5,34,127,197
35,0.5,35,143,208
36,0.5,36,141,179
37,0.5,37,113,174
38,0.5,38,156,211
39,0.5,39,128,199
40,0.5,40,167,208
41,0.5,41,149,189
42,0.5,42,150,197
43,0.5,43,133,147
44,0.5,44,150,181
45,0.5,45,144,208
46,0.5,46,154,207
47,0.5,47,123,161
48,0.5,48,127,173
49,0.5,49,158,204
50,0.5,50,135,182
51,0.5,51,146,198
52,0.5,52,148,178
53,0.5,53,146,208
54,0.5,54,149,185
55,0.5,55,142,194
56,0.5,56,149,199
57,0.5,57,145,191
58,0.5,58,142,183
59,0.5,59,147,187
60,0.5,60,149,203
61,0.5,61,149,185
62,0.5,62,150,184
63,0.5,63,157,196
64,0.5,64,158,205
65,0.5,65,151,175
66,0.5,66,155,178
67,0.5,67,130,179
68,0.5,68,120,186
69,0.5,69,142,174
70,0.5,70,169,184
71,0.5,71,150,211
72,0.5,72,164,208
73,0.5,73,160,195
74,0.5,74,141,210
75,0.5,75,132,205
76,0.5,76,148,192
77,0.5,77,136,191
78,0.5,78,148,187
79,0.5,79,152,208
80,0.5,80,129,165
81,0.5,81,126,179
82,0.5,82,152,189
83,0.5,83,138,178
84,0.5,84,127,168
85,0.5,85,133,205
86,0.5,86,149,201
87,0.5,87,138,188
88,0.5,88,164,187
89,0.5,89,150,185
90,0.5,90,171,189
91,0.5,91,153,189
92,0.5,92,136,187
93,0.5,93,164,194
94,0.5,94,141,223
95,0.5,95,120,185
96,0.5,96,151,191
97,0.5,97,153,181
98,0.5,98,135,175
99,0.5,99,125,162
