,w1_pro,times,w1_drops_used,w2_drops_used
0,0,0,153,153
1,0,1,155,155
2,0,2,178,178
3,0,3,154,154
4,0,4,178,178
5,0,5,178,178
6,0,6,160,160
7,0,7,154,154
8,0,8,157,157
9,0,9,180,180
10,0,10,154,154
11,0,11,172,172
12,0,12,159,159
13,0,13,164,164
14,0,14,169,169
15,0,15,158,158
16,0,16,153,153
17,0,17,181,181
18,0,18,159,159
19,0,19,167,167
20,0,20,154,154
21,0,21,173,177
22,0,22,169,169
23,0,23,165,165
24,0,24,154,154
25,0,25,159,159
26,0,26,151,151
27,0,27,172,172
28,0,28,153,153
29,0,29,157,157
30,0,30,152,152
31,0,31,178,178
32,0,32,176,176
33,0,33,178,178
34,0,34,157,157
35,0,35,162,162
36,0,36,154,154
37,0,37,161,161
38,0,38,163,163
39,0,39,164,164
40,0,40,173,173
41,0,41,154,154
42,0,42,162,162
43,0,43,161,161
44,0,44,168,168
45,0,45,147,147
46,0,46,158,163
47,0,47,152,152
48,0,48,161,161
49,0,49,158,158
50,0,50,160,160
51,0,51,180,180
52,0,52,144,144
53,0,53,159,159
54,0,54,160,160
55,0,55,160,160
56,0,56,148,148
57,0,57,187,187
58,0,58,179,179
59,0,59,155,155
60,0,60,181,181
61,0,61,153,153
62,0,62,177,177
63,0,63,172,172
64,0,64,159,159
65,0,65,170,170
66,0,66,180,180
67,0,67,176,176
68,0,68,158,178
69,0,69,155,155
70,0,70,168,168
71,0,71,177,177
72,0,72,176,176
73,0,73,153,153
74,0,74,173,173
75,0,75,184,184
76,0,76,178,178
77,0,77,153,153
78,0,78,184,184
79,0,79,171,171
80,0,80,178,178
81,0,81,158,158
82,0,82,164,164
83,0,83,168,168
84,0,84,186,186
85,0,85,156,156
86,0,86,157,161
87,0,87,161,161
88,0,88,168,168
89,0,89,167,167
90,0,90,153,153
91,0,91,157,157
92,0,92,160,160
93,0,93,172,172
94,0,94,167,167
95,0,95,159,159
96,0,96,168,168
97,0,97,166,166
98,0,98,150,150
99,0,99,184,184
